order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_id,distinct_product_id,sum_amount,count_order_item,avg_product_name_length,avg_product_description_length,sum_product_weight,sum_surface_area,mode_product_category_name,count_payment_sequential,distinct_payment_type,max_payment_installments,sum_payment_value,payment_by_installment,review_id,review_score,review_creation_date,review_answer_timestamp
17a9050c446ea78f7108b7a5515aa438,delivered,2021-06-01 19:44:44,2021-06-01 19:55:15,2021-06-02 13:55:54,2021-06-12 15:43:57,2021-06-27 00:00:00,f4dc0a81a11d3d270ccf5a9c4b5b187b,1,13.200000000000001,1,49.0,114.0,7975.0,7768.0,bed_bath_table,1.0,1.0,4.0,13.2,1.0,e72cfaf74b8d294957e557aeb8547931,5.0,2021-06-13,2021-06-16 21:03:24
8f90bd287474f07e918f11e649848539,delivered,2021-09-29 01:15:08,2021-09-30 02:28:45,2021-10-02 14:46:52,2021-10-09 21:22:38,2021-10-30 01:00:00,e7897290aea0805ab175017e3f60c3e7,1,9.51,1,53.0,321.0,200.0,1150.0,consoles_games,1.0,1.0,1.0,9.51,0.0,3b09531cde6a6c6dbce355d0fa1fda8a,3.0,2021-10-10,2021-10-11 19:15:38
e4606fed871d036cbc9acbbd4e3282f1,delivered,2022-01-08 02:35:36,2022-01-08 02:47:54,2022-01-09 15:44:22,2022-01-10 18:20:12,2022-01-24 00:00:00,06caeba6db23a17bf9bcb3846b768387,1,32.43,1,41.0,1663.0,1850.0,5400.0,sports_leisure,1.0,1.0,3.0,32.43,1.0,20fdc8e70b6cbcdf921f139b0460d9e7,5.0,2022-01-11,2022-01-11 20:59:24
4ed7a5d31f58c9c3b20a61e3927db6d9,delivered,2022-05-07 23:25:09,2022-05-08 21:11:37,2022-05-09 15:21:00,2022-05-12 15:44:57,2022-05-25 00:00:00,334fed5abcee3aa96c13f1432703e1fd,1,18.52,1,56.0,209.0,1800.0,3800.0,furniture_decor,1.0,1.0,9.0,18.52,1.0,92b74b743c6f5abe4d160efac70259af,5.0,2022-05-13,2022-05-15 20:11:52
41a75aec932b24ba50e98ba8b50b625d,delivered,2022-02-26 08:35:13,2022-02-27 08:30:28,2022-03-05 14:19:44,2022-03-13 18:22:54,2022-03-19 00:00:00,61f5df1a634167ff48d76d79d21226de,2,12.259999999999998,2,38.0,457.5,385.0,1986.0,telephony,1.0,1.0,6.0,12.27,1.0,f05892c90c349c0dd8e480a9302368e2,2.0,2022-03-14,2022-03-14 22:10:24
cee9b5953fbfa530733f94ddce959a15,delivered,2021-07-31 11:05:46,2021-07-31 11:24:56,2021-08-01 18:56:51,2021-08-08 20:53:03,2021-08-24 00:00:00,866c923cde750dfc8cfbcf9d5ced0ee4,1,37.35,1,44.0,916.0,950.0,2038.0,housewares,1.0,1.0,5.0,37.35,1.0,86bc93ffdabece0dcf7815b9235b2154,3.0,2021-08-09,2021-08-13 21:27:25
7ad292313f72d59700c72169ba543021,delivered,2021-09-26 14:01:47,2021-09-26 14:14:19,2021-09-26 20:03:18,2021-10-03 21:58:55,2021-10-23 00:00:00,392c8818b71b14227a7c701e7d54a3a1,1,10.25,1,45.0,218.0,500.0,4474.0,luggage_accessories,1.0,1.0,3.0,10.25,1.0,6ef93a678e565b8136177a7d8639e8d8,5.0,2021-10-04,2021-10-09 10:50:09
3cf2ae4128b7627b6d9dacd45887cba7,delivered,2022-03-06 00:26:58,2022-03-06 01:30:25,2022-03-06 18:37:48,2022-03-08 22:52:41,2022-03-16 00:00:00,4662682dade3cc1bfa04996c5225a849,1,22.57,1,54.0,995.0,4475.0,6328.0,cool_stuff,1.0,1.0,2.0,22.57,1.0,91a1eb80de44784abc44eda404a79130,4.0,2022-03-09,2022-03-10 05:08:03
f22420a030f491fdcaabbc5573a9ff39,delivered,2022-01-17 21:22:51,2022-01-18 21:16:24,2022-01-19 21:58:38,2022-01-20 12:07:32,2022-02-01 00:00:00,163b27a06a32c2fa565927170b59b5d4,1,10.74,1,28.0,735.0,300.0,3200.0,housewares,1.0,1.0,5.0,10.74,1.0,6e358d5462a9c5a8134fade0f7e7f768,5.0,2022-01-21,2022-01-26 20:14:10
63d8235747e25f4b65895e91ff64d778,delivered,2022-04-07 02:12:51,2022-04-07 02:27:24,2022-04-09 20:12:48,2022-04-20 21:04:28,2022-04-30 00:00:00,b6d2145b6b5de5dcc494c151af5fdce9,1,16.57,1,52.0,673.0,175.0,3700.0,cool_stuff,1.0,1.0,1.0,16.57,0.0,5e45448c66b9c664006ea6829360b9ac,4.0,2022-04-21,2022-04-22 02:17:31
f1c678e4d14a34ff56f675634bce6b15,delivered,2021-02-07 20:32:13,2021-02-07 20:45:16,2021-02-10 14:04:03,2021-02-16 10:45:58,2021-03-06 00:00:00,c6b7dcd3718d1ad87f069d32a8566ce2,1,6.970000000000001,1,57.0,1271.0,225.0,2440.0,health_beauty,1.0,1.0,1.0,6.97,0.0,23fa14c02b3f4afe82b700e09558a7d6,5.0,2021-02-17,2021-02-18 09:40:43
0d8e03520c1b877edaf5ef24f7abb5cb,delivered,2022-05-12 17:51:47,2022-05-13 12:15:10,2022-05-18 15:17:00,2022-06-11 14:03:50,2022-06-26 00:00:00,28a4a9aa9bd3640e1f9a9cf542cb25fd,1,185.73999999999998,1,54.0,726.0,16200.0,8260.0,small_appliances,1.0,1.0,1.0,185.74,0.0,32b5d92aea4dfceb653539959c02396f,5.0,2022-06-12,2022-06-13 00:10:25
5476692f5bd7809bea1c3e1b737f9246,delivered,2022-01-22 20:16:33,2022-01-23 20:12:56,2022-01-25 18:04:45,2022-01-26 22:18:31,2022-02-06 00:00:00,dbedaa0402e0dfa8b90fb9557424c5fc,1,13.97,1,22.0,683.0,700.0,2400.0,cool_stuff,1.0,1.0,1.0,13.97,0.0,b6ff098401ec84fd6cecf46f4eb9c124,5.0,2022-01-27,2022-02-09 19:37:34
6bf735a4c4886608f57fda916dfa6225,delivered,2022-01-10 17:01:34,2022-01-10 17:13:25,2022-01-13 02:22:09,2022-01-31 19:06:43,2022-02-07 00:00:00,589621a1ce8b9302b75d6920dfd7dd01,1,51.6,1,57.0,941.0,8917.0,8244.0,bed_bath_table,1.0,1.0,1.0,51.6,0.0,066c43070164798d957be252620f5fbe,5.0,2022-02-01,2022-02-01 23:50:45
cf4eb4d5203f0c0d14f191c15de0743e,delivered,2021-08-16 09:07:13,2021-08-18 02:45:49,2021-08-18 14:13:06,2021-08-24 16:31:56,2021-09-08 00:00:00,5e718c3c3061694c7b7e31d183f88a45,1,8.0,1,57.0,58.0,250.0,740.0,bed_bath_table,1.0,1.0,1.0,8.0,0.0,a8e9e483574cfa9e973a7ec23994dfa0,4.0,2021-08-25,2021-08-25 22:01:05
7182e129d91eb324a925d8f1f8221d88,delivered,2021-10-08 17:38:00,2021-10-08 18:29:35,2021-10-09 17:07:15,2021-10-13 18:19:49,2021-11-08 00:00:00,4c41d73f1d29f1cd1e725ec445a82f23,1,42.83,1,59.0,1256.0,400.0,1000.0,watches_gifts,1.0,1.0,8.0,42.83,1.0,4a5c9ae53c5b755c0cbbdd8d8e6261ee,5.0,2021-10-14,2021-10-15 17:55:30
fd08c88095ca23b6188a30f0abc679e3,delivered,2021-11-24 20:26:39,2021-11-24 23:31:53,2021-12-06 16:52:43,2021-12-19 17:55:24,2021-12-27 00:00:00,b6a3c8559ca50f11853e81dcc7674f2f,1,8.71,1,46.0,608.0,500.0,1910.0,furniture_decor,1.0,1.0,4.0,8.71,1.0,8bd7e556d74efbd9777c1a0b0136c2b2,4.0,2021-12-20,2021-12-21 14:43:44
058ac520863d0c0d57e3cf920de368d4,delivered,2022-05-21 23:17:32,2022-05-22 02:56:24,2022-05-23 14:51:00,2022-06-05 14:06:37,2022-06-08 00:00:00,f422964d43fc7ecdc3e51443af0705f9,1,8.05,1,60.0,747.0,250.0,640.0,telephony,1.0,1.0,1.0,8.04,0.0,c740c68f3e2854748fbc190434925e16,5.0,2022-06-06,2022-06-08 20:30:32
567cb4e829743d8cc4dd3dc72b6d7136,delivered,2022-06-06 17:22:52,2022-06-06 17:35:25,2022-06-07 13:38:00,2022-06-08 19:59:36,2022-07-03 00:00:00,e6ad2d9078cb28e4ac6ecef8432e74c7,1,37.12,1,58.0,115.0,350.0,2400.0,stationery,1.0,1.0,1.0,37.12,0.0,20170c6a359982a3796022dce350e4bc,2.0,2022-06-09,2022-06-15 03:07:08
53622f13efcb7f159787ccafac6626cb,delivered,2022-06-19 21:08:43,2022-06-19 21:35:25,2022-06-21 13:49:00,2022-06-26 14:41:59,2022-07-17 00:00:00,6e9b8e9f9c3fad22d6f81b2628750018,1,39.81,1,56.0,511.0,1050.0,2300.0,garden_tools,1.0,1.0,7.0,39.8,1.0,ff92e001aeb2af2a5324edef13cffa30,5.0,2022-06-27,2022-06-27 19:06:40
7afca88a125dd0c2b912bbf82c0496a4,delivered,2021-11-23 21:18:14,2021-11-23 21:27:49,2021-11-28 12:52:13,2021-12-06 16:09:49,2021-12-21 00:00:00,a961e198a1d400e99c02e8f4520f763c,1,11.719999999999999,1,59.0,473.0,600.0,1500.0,furniture_decor,1.0,1.0,2.0,11.72,1.0,d2c096147a2da493211ada11527ef085,1.0,2021-12-07,2021-12-08 09:38:26
47dc3a1de5a0aec4323cdade0588655c,delivered,2022-01-23 13:57:55,2022-01-24 15:07:56,2022-01-25 23:21:17,2022-02-01 20:53:04,2022-02-20 00:00:00,431af5c5638973ed6e431618f318a0a2,2,134.37,2,55.0,714.5,2500.0,3820.0,watches_gifts,1.0,1.0,5.0,134.37,1.0,554e780c4f4a091b9449f31b3b3d4b22,1.0,2022-02-02,2022-02-03 01:22:32
52cfb42088bb202a56a77b48a3051baa,delivered,2021-03-01 20:00:23,2021-03-02 20:05:14,2021-03-09 09:24:05,2021-03-13 12:08:59,2021-03-20 00:00:00,c087e490266509059177cb1ec7d802ba,1,16.2,1,47.0,189.0,2033.0,1684.0,health_beauty,1.0,1.0,2.0,16.2,1.0,738aa141bc5bba253b3899ac1703650b,5.0,2021-03-14,2021-03-23 15:08:11
393654d81daf611630ac2068a7c9b12b,delivered,2021-10-30 18:48:07,2021-10-30 20:31:44,2021-10-31 18:37:26,2021-11-06 21:36:49,2021-11-14 00:00:00,385ec0e1c5bcf488115ca06b26ec9f8b,1,11.02,1,57.0,954.0,1250.0,3168.0,furniture_decor,1.0,1.0,3.0,11.02,1.0,dbc518e2873392698db626985657a407,5.0,2021-11-08,2021-11-08 09:57:14
e4474c18ee6216f7deac308805b4ef1e,delivered,2021-12-18 14:54:52,2021-12-19 09:51:41,2021-12-28 22:35:11,2022-01-03 19:32:32,2022-01-10 00:00:00,e1d387b30e693029c1e3d9ffe5df61e0,1,48.75,3,59.0,362.0,3300.0,13962.0,housewares,1.0,1.0,1.0,48.74,0.0,95a280b219d7a8061e2625291a7e1b83,1.0,2022-01-04,2022-01-07 13:53:29
3ea8ef64da06a959e384edb7cb824c02,delivered,2021-05-29 19:02:27,2021-05-29 19:15:14,2021-06-01 10:56:42,2021-06-12 11:33:43,2021-06-23 00:00:00,95a3ac562ffc17755618fb67ce57ef9a,1,15.899999999999999,1,33.0,1087.0,600.0,2644.0,health_beauty,1.0,1.0,1.0,15.9,0.0,88d494bbbff85951dbfb1bfbec927349,4.0,2021-06-13,2021-06-14 16:01:56
96c833757e09a989bb5c13d0470d7f2a,delivered,2022-04-06 09:25:10,2022-04-06 09:35:27,2022-04-10 22:57:41,2022-05-02 20:38:50,2022-05-04 00:00:00,5b540c6a8886384d1772215e6a189804,1,16.85,1,24.0,1113.0,383.0,1468.0,home_construction,1.0,1.0,8.0,16.85,1.0,8ca588fea077eefd77e44c2b90cd0b20,4.0,2022-05-03,2022-05-08 17:17:44
246161390a20f964881feeaeea896671,delivered,2022-01-21 22:49:14,2022-01-22 14:03:20,2022-01-24 16:58:52,2022-01-29 23:13:18,2022-02-16 00:00:00,a73c5464692d3bc09d64e3edefae9015,1,12.370000000000001,1,40.0,562.0,100.0,582.0,fashion_bags_accessories,1.0,1.0,1.0,12.37,0.0,,,,
1f7c1b144b5b6d0a4339bd2e7ce499ac,delivered,2022-02-28 11:10:46,2022-03-01 02:48:57,2022-03-01 22:39:18,2022-03-12 17:03:57,2022-03-23 00:00:00,32ea836b21bcefba824d2b279bc42e53,1,12.82,1,56.0,280.0,300.0,460.0,watches_gifts,1.0,1.0,1.0,12.82,0.0,0435be20ac550ab003076456797abb65,4.0,2022-03-13,2022-03-16 17:48:29
a45f5764071ee5b932d1f802e18bafcf,delivered,2022-01-11 01:24:43,2022-01-11 08:48:40,2022-01-13 00:28:52,2022-01-22 20:05:39,2022-02-14 00:00:00,e2c44993145bac31c5c48b620e3f40f0,1,6.92,1,55.0,1736.0,226.0,1664.0,drinks,1.0,1.0,1.0,6.92,0.0,d92b28e1533de65ba31b2d6756a72faf,5.0,2022-01-23,2022-01-24 23:37:36
ed6f828ab9f3f7383d3ba2115000bf34,delivered,2022-04-14 08:18:05,2022-04-17 04:11:44,2022-04-23 15:56:48,2022-05-03 16:57:41,2022-05-09 00:00:00,6d55b4560e6c8ec28f8ba8099b442400,1,5.09,1,59.0,506.0,650.0,598.0,telephony,1.0,1.0,1.0,5.09,0.0,d746d72474bc26ba95ff0970714aac06,4.0,2022-05-04,2022-05-04 21:59:51
92b678b4a340519864bc48f15ec27285,delivered,2022-03-07 15:08:14,2022-03-07 15:32:10,2022-03-08 22:30:43,2022-04-05 19:23:32,2022-04-06 00:00:00,b53bb01fd133da16d7c7d9b602a3aac7,1,120.00999999999999,1,57.0,1616.0,300.0,1000.0,watches_gifts,1.0,1.0,1.0,120.01,0.0,c2c57c4d9905458ef927a03a36733a17,5.0,2022-04-06,2022-04-07 17:36:39
68fb895df51e234a55fbf5c30c873fd2,delivered,2022-04-19 11:58:57,2022-04-19 12:14:13,2022-04-20 23:06:52,2022-04-25 13:33:06,2022-05-14 00:00:00,6279364f420b1e08eb33a498db5fa6bc,1,25.65,1,47.0,704.0,7500.0,10400.0,baby,1.0,1.0,7.0,25.65,1.0,9fc1ef2d9eef8c641861596d9a9268e7,5.0,2022-04-26,2022-04-26 17:36:16
333d224f4b2d2604e6cfd777af5270d2,delivered,2022-02-01 14:05:22,2022-02-03 02:53:35,2022-02-06 22:16:56,2022-02-28 10:39:09,2022-03-06 00:00:00,f9d4a283e4f19a47b64f95a3235d0a5c,1,5.55,1,41.0,383.0,150.0,1374.0,electronics,1.0,1.0,1.0,5.55,0.0,e67055ff2d90cdc3299b6af2d5dfa231,5.0,2022-03-01,2022-03-05 11:06:01
604970dd9342c16efde4207c42f38f2d,delivered,2021-06-11 20:50:58,2021-06-13 04:02:47,2021-06-19 12:46:07,2021-06-22 15:38:17,2021-07-07 00:00:00,28e2041c0f17e12da80a0146305c9259,1,6.119999999999999,1,56.0,351.0,350.0,658.0,telephony,1.0,1.0,1.0,6.12,0.0,08fbc831aeaed1ebc48da757ac69352e,4.0,2021-06-23,2021-06-23 23:18:05
92c15142e314731cebdb5b1cd25962ac,delivered,2022-01-14 17:25:31,2022-01-14 17:36:34,2022-01-15 23:08:56,2022-01-20 00:12:41,2022-01-31 00:00:00,1b6e96ed99cb8d135efe220d761bbd67,1,3.56,1,52.0,210.0,200.0,2262.0,computers_accessories,1.0,1.0,1.0,3.55,0.0,169b01392f191495057e1f2b4ddc9d0f,5.0,2022-01-21,2022-01-21 20:33:29
6ba0683fc45576a6050dfba5f9c41bb1,delivered,2022-06-27 17:38:07,2022-06-27 17:51:07,2022-06-28 12:55:00,2022-07-03 07:41:41,2022-07-31 00:00:00,96e147852028a3ce1d25c86f03032023,1,43.9,1,51.0,882.0,133.0,1102.0,watches_gifts,1.0,1.0,5.0,43.9,1.0,6dd414f9c4e81bdb8e0454186c41f39f,5.0,2022-07-03,2022-07-04 17:24:24
bdf4423bf60eac03b6786ebd0e507cc1,delivered,2021-01-26 23:10:07,2021-01-26 23:25:14,2021-02-06 11:54:30,2021-02-15 15:27:48,2021-02-20 00:00:00,8dfb9fff0eac6a63f34ed7707068e988,1,8.38,1,52.0,2088.0,443.0,1702.0,health_beauty,1.0,1.0,2.0,8.39,1.0,c38339c3ae50ee587659bc4f74daccd2,5.0,2021-02-16,2021-02-20 10:34:48
2cf8310e7bc2b7b41f5179aab91407cc,delivered,2021-05-07 17:27:21,2021-05-07 17:42:03,2021-05-09 09:50:33,2021-05-16 17:25:55,2021-06-01 00:00:00,6dade60d28a0f5b8ae7e8d67321b4141,1,73.44,1,42.0,399.0,740.0,2338.0,computers_accessories,1.0,1.0,3.0,73.44,1.0,00bb0068af90763638ec6bb2d3da8370,1.0,2021-05-17,2021-05-21 14:10:40
9b6f76f13e1e4d0d84297002186af20f,delivered,2022-03-10 22:11:27,2022-03-10 23:08:01,2022-03-13 00:06:40,2022-03-24 00:10:58,2022-04-02 00:00:00,a2acf58dde7a492ea0fa65b16c530a78,1,16.259999999999998,1,53.0,1909.0,500.0,1244.0,books_technical,1.0,1.0,8.0,16.26,1.0,5d2bc18524dcf9d0a378a2db28c56e67,5.0,2022-03-25,2022-03-25 15:19:49
dfc7641abef4e3145eb2f9817c95dd46,delivered,2021-04-10 21:59:56,2021-04-10 22:10:19,2021-04-17 12:04:56,2021-04-20 12:30:20,2021-05-04 00:00:00,9e5f9798a71d8f5ec3020a5500d70430,1,6.6899999999999995,1,54.0,285.0,275.0,672.0,telephony,1.0,1.0,3.0,6.69,1.0,cd9622383bf7498df57a245305ffd5da,3.0,2021-04-21,2021-04-24 12:34:46
fe206005e41f89f9759ece7fe7acc9c3,delivered,2022-06-25 15:05:27,2022-06-25 15:18:59,2022-06-25 14:08:00,2022-07-03 20:10:15,2022-07-23 00:00:00,3c9e98b59c61b1ccdba1108eca8c61d4,1,60.76,1,54.0,446.0,277.0,2438.0,watches_gifts,1.0,1.0,2.0,60.76,1.0,48566ae786a6a9f02ad76b31ce8e6a10,5.0,2022-07-04,2022-07-04 23:29:59
2536adb313f6bc4854a1cc21a2ecde8f,delivered,2022-05-07 15:18:18,2022-05-07 17:17:11,2022-05-16 13:44:00,2022-06-07 12:37:54,2022-06-06 00:00:00,96d0aa18ee946b81f6b78e07830194a2,1,17.59,1,47.0,770.0,350.0,1262.0,health_beauty,1.0,1.0,4.0,17.59,1.0,19c06f2a945e571e87eaf590d029849f,3.0,2022-06-08,2022-06-08 10:13:12
67f9754feffe51587eed05ba198d21b0,delivered,2022-06-30 11:49:28,2022-06-30 12:10:20,2022-07-06 10:31:00,2022-07-11 21:03:43,2022-07-18 00:00:00,7ad12bd39f33737cb4f634c8c44af118,1,30.49,1,50.0,676.0,1750.0,5670.0,furniture_decor,1.0,1.0,10.0,30.49,1.0,8a46aaf3137a302e49b62375dfee6f8e,5.0,2022-07-12,2022-07-13 00:31:02
7294705423e48be7177bcd2b15faf44f,delivered,2022-01-12 22:38:53,2022-01-12 23:16:46,2022-01-18 16:48:40,2022-01-26 22:36:31,2022-02-09 00:00:00,0a9854e7028c74302d0963fa56e77a18,1,21.37,1,49.0,181.0,10850.0,7040.0,stationery,1.0,1.0,5.0,21.37,1.0,90b6782912e15245245fde704436f5b5,3.0,2022-01-27,2022-01-31 13:25:18
442693e8e705ad1f9c91f762f0d297bc,delivered,2021-08-28 21:16:10,2021-08-28 21:25:14,2021-08-31 19:26:53,2021-09-08 15:36:43,2021-09-20 00:00:00,df1710893e1797d2c3d83b8840ddb0e4,1,250.16,1,55.0,3610.0,2650.0,4658.0,computers,2.0,1.0,4.0,250.16,1.0,6f7e282df5a84b199df7f19cbbd4a7ee,5.0,2021-09-09,2021-09-14 16:31:09
01e71f17355fc56620b0d3678f796c42,delivered,2022-04-18 22:19:28,2022-04-18 22:31:03,2022-04-20 19:42:01,2022-05-10 21:12:12,2022-05-18 00:00:00,e90a1b194724309bbaa6228c398d1748,1,32.760000000000005,1,52.0,263.0,4867.0,10840.0,bed_bath_table,1.0,1.0,5.0,32.76,1.0,ce69fe1d354b4046b792c19884b6d45c,5.0,2022-05-11,2022-05-14 20:22:15
de339d3dab036509a47753ddb94f1d55,delivered,2021-07-14 11:00:15,2021-07-14 16:15:29,2021-07-19 19:36:56,2021-08-11 17:22:09,2021-08-21 00:00:00,5e35d686648f9f99fd1f90161d3db93c,1,61.45,1,55.0,1883.0,5323.0,4644.0,computers_accessories,1.0,1.0,1.0,61.45,0.0,7116ad252c735383081c3e63feaece9b,4.0,2021-08-12,2021-08-15 12:29:41
666361dc35f61cd6ac10ec287d682b88,delivered,2022-05-01 18:56:48,2022-05-01 19:13:25,2022-05-02 15:15:00,2022-05-08 20:24:29,2022-05-23 00:00:00,b6f424d6007b27912d37816a7d74ffaf,1,6.54,1,49.0,823.0,150.0,1600.0,computers_accessories,1.0,1.0,1.0,6.54,0.0,bffd9f0a1fdb2b3da5e900ebc6c332b6,5.0,2022-05-09,2022-05-09 23:46:07
d8522b11e5907c0a96797fb0b6835a92,delivered,2021-08-06 15:45:03,2021-08-06 15:55:19,2021-08-09 20:53:55,2021-08-23 20:27:48,2021-08-29 00:00:00,38827a4b81c4d81cffaec1accef6572c,1,8.8,1,50.0,375.0,200.0,1558.0,fashion_shoes,1.0,1.0,1.0,8.8,0.0,f59efb5bbddb76475da809e85fe3b2de,5.0,2021-08-24,2021-08-25 01:16:06
ba8b7845d823368d4400a8ecc26333ac,delivered,2021-07-11 08:20:00,2021-07-12 02:24:16,2021-07-13 16:17:50,2021-07-20 20:49:41,2021-08-02 00:00:00,e5ab9d9cc98f8d5befc51f952a44c87b,1,32.879999999999995,1,52.0,791.0,5200.0,10522.0,cool_stuff,1.0,1.0,1.0,32.88,0.0,3e6644260d8cd2b98c92a2fc890d9c66,4.0,2021-07-21,2021-07-24 11:13:24
705c7fd61dcb0c54b80538158eec1f4a,delivered,2021-01-30 16:52:41,2021-02-01 04:32:28,2021-02-07 15:30:09,2021-02-20 15:28:00,2021-03-21 00:00:00,d31233132950973bd0df88d4523ed465,1,47.6,1,53.0,829.0,5150.0,4800.0,baby,1.0,1.0,1.0,47.6,0.0,169e7863c73f5a301405a29ac62dd71b,3.0,2021-02-21,2021-02-23 18:59:42
708d3d7c0c996a92a48a8cf501f6fd8b,delivered,2022-01-17 14:35:51,2022-01-18 14:33:13,2022-01-19 18:42:16,2022-02-09 20:38:38,2022-02-08 00:00:00,fd03997c82649affc061d275ddf1f3d9,1,246.73000000000002,1,58.0,1447.0,15800.0,16112.0,baby,1.0,1.0,10.0,246.73,1.0,cec28f4fc8ac538de39afcc300d085b1,5.0,2022-02-10,2022-02-11 10:30:19
745153dbea0349a835594747a878f5d8,delivered,2021-07-07 09:08:01,2021-07-07 09:23:31,2021-07-10 19:34:53,2021-07-14 21:27:23,2021-07-27 00:00:00,f02249d034341b86c6bf3dd4ccc2bd2c,1,32.49,1,55.0,662.0,190.0,1728.0,sports_leisure,1.0,1.0,1.0,32.49,0.0,116c75874357e6a279eef3dd43b11986,4.0,2021-07-15,2021-07-16 06:44:27
